customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
7590-VHVEG,0,0,1,0,-1.2774445836787656,0,0,0,0,1,0,0,0,0,0,1,-1.1603229160349193,-0.9941940877241975,0,False,True,False
5575-GNVDE,1,0,0,0,0.06632741908223598,1,0,0,1,0,1,0,0,0,1,0,-0.2596289419448806,-0.17373981825040702,0,False,False,True
3668-QPYBK,1,0,0,0,-1.2367242199587352,1,0,0,1,1,0,0,0,0,0,1,-0.3626603559551803,-0.9596491092068432,1,False,False,True
7795-CFOCW,1,0,0,0,0.5142514200025698,0,0,0,1,0,1,1,0,0,1,0,-0.7465354629935549,-0.19524770717404713,0,False,False,False
9237-HQITU,0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,1,0.19736523310080326,-0.9404574544749797,1,False,True,False
9305-CDSKC,0,0,0,0,-0.9924020376385531,1,1,1,0,0,1,0,1,1,0,1,1.1595456961969886,-0.6453692184426378,1,False,True,False
1452-KIOVK,1,0,0,1,-0.4223169455581282,1,1,1,0,1,0,0,1,0,0,1,0.8089065291619363,-0.14731268909089845,0,True,False,False
6713-OKOMC,0,0,0,0,-0.9109613101984924,0,0,0,1,0,0,0,0,0,0,0,-1.1636465100352518,-0.8741690378436583,0,False,False,True
7892-POOKP,0,0,1,0,-0.1779947632379461,1,1,1,0,0,1,1,1,1,0,1,1.330710787214099,0.3365155445113559,1,False,True,False
6388-TABGU,1,0,0,1,1.2064976032430856,1,0,0,1,1,0,0,0,0,1,0,-0.28621769394753876,0.5314762853391825,0,False,False,False
9763-GRSKD,1,0,1,1,-0.7888002190384014,1,0,0,1,0,0,0,0,0,0,1,-0.4922805219681379,-0.7481879571842649,0,False,False,True
7469-LKBCI,1,0,0,0,-0.6666391278783103,1,0,2,0,0,0,0,0,0,2,0,-1.5225946620711341,-0.8631834699626606,0,True,False,False
8091-TTVAX,1,0,1,0,1.0436161483629645,1,1,1,0,0,1,0,1,1,1,0,1.182810854199314,1.4990665744239264,0,True,False,False
0280-XJGEX,1,0,0,0,0.6771328748826912,1,1,1,0,1,1,0,1,1,0,1,1.2941512532104444,1.2145888969272467,1,False,False,False
5129-JLPIS,1,0,0,0,-0.30015585439803716,1,0,1,1,0,1,1,1,1,0,1,1.3539759452164248,0.17768805707524452,0,False,True,False
3655-SNQYZ,0,0,1,1,1.4915401492832983,1,1,1,1,1,1,1,1,1,2,0,1.611554480242174,2.475877681529266,0,True,False,False
8191-XWSZG,0,0,0,0,0.7992939660427822,1,0,2,0,0,0,0,0,0,1,0,-1.4660935640654862,-0.5560508161330802,0,False,False,True
9959-WOFKT,1,0,0,1,1.5729808767233588,1,1,1,1,0,1,0,1,1,2,0,1.393859073220412,2.2495926306793175,0,False,False,False
4190-MFLUW,0,0,1,1,-0.9109613101984924,1,0,0,0,0,1,1,0,0,0,0,-0.31779183695069496,-0.7742621363716933,1,True,False,False
4183-MYFRB,0,0,0,0,-0.46303730927815856,1,0,1,0,1,1,0,0,1,0,1,0.8404806721650927,-0.18547540482207522,0,False,True,False
8779-QRDMV,1,1,0,0,-1.2774445836787656,0,0,0,0,0,1,0,0,1,0,1,-0.8346107040023594,-0.9898704505662144,1,False,True,False
1680-VDCWW,1,0,1,0,-0.8295205827584317,1,0,2,0,0,0,0,0,0,1,0,-1.4943441130683104,-0.9181333687409041,0,False,False,False
1066-JKSGK,1,0,0,0,-1.2774445836787656,1,0,2,0,0,0,0,0,0,0,0,-1.4827115340671475,-0.9984736061356704,1,False,False,True
3638-WEABW,0,0,1,0,1.0436161483629645,1,1,0,0,1,0,1,0,0,2,1,-0.1615829189350795,0.5390426503656528,0,True,False,False
6322-HRPFA,1,0,1,1,0.6771328748826912,1,0,0,1,1,0,1,0,0,0,0,-0.17155370093607614,0.30309559403000746,0,True,False,False
6865-JZNKO,0,0,0,0,-0.0965540357978854,1,0,0,1,1,0,0,0,0,0,1,-0.31446824295036285,-0.33208199947490813,0,False,False,False
6467-CHFZW,1,0,1,1,0.5956921474426305,1,1,1,0,1,0,0,1,1,0,1,1.1495749141959914,1.0879019163236927,1,False,True,False
8665-UTDHZ,1,0,1,1,-1.2774445836787656,0,0,0,0,1,0,0,0,0,0,0,-1.1486903370337564,-0.9940396721114124,1,False,True,False
5248-YGIJN,1,0,1,0,1.6137012404433893,1,1,0,1,1,1,1,1,1,2,1,0.8471278601657574,1.802757966025724,0,True,False,False
8773-HHUOZ,0,0,0,1,-0.62591876415828,1,0,0,0,0,0,0,1,1,0,1,-0.0020504069191315333,-0.5251015154562935,1,False,False,True
3841-NFECX,0,1,1,0,1.5729808767233588,1,1,1,1,1,1,1,0,0,2,1,1.0498670941860242,1.9781299834030972,0,True,False,False
4929-XIHVW,1,1,1,0,-1.2367242199587352,1,0,1,0,0,1,0,1,1,0,1,1.0216165451832002,-0.9272218305219705,0,True,False,False
6827-IEAUQ,0,0,1,1,-0.21871512695797646,1,0,0,1,1,1,1,0,0,1,0,0.046141706085686136,-0.18037968960016668,0,False,False,True
7310-EGVHZ,1,0,0,0,-1.2774445836787656,1,0,2,0,0,0,0,0,0,0,0,-1.481049737066981,-0.9984515467624155,0,False,False,False
3413-BMNZE,1,1,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,-0.6484894399837535,-0.9873998007616527,0,False,False,False
6234-RAAPL,0,0,1,1,1.6137012404433893,1,1,1,1,1,0,1,1,0,2,0,1.1678546811978192,2.191995607110472,0,False,False,False
6047-YHPVI,1,0,0,0,-1.1145631287986442,1,0,1,0,0,0,0,0,0,0,1,0.16412929309748078,-0.8675512258671536,1,False,True,False
6572-ADKRS,0,0,0,0,0.5549717837226001,1,0,1,0,0,1,0,0,0,0,1,0.33363258711442517,0.5581019488579864,0,True,False,False
5380-WJKOV,1,0,0,0,0.06632741908223598,1,1,1,0,1,1,0,1,1,0,1,1.3822264942192488,0.5585210769498316,1,False,True,False
8168-UQWWF,0,0,0,0,-0.8702409464784621,1,1,1,0,0,1,0,1,1,0,1,1.099721004191008,-0.5196749096355596,1,False,False,False
8865-TNMNX,1,0,1,1,-0.9109613101984924,1,0,0,0,1,0,0,0,0,1,0,-0.5055748979694671,-0.7974906564092245,0,False,False,True
9489-DEDVP,0,0,1,1,1.5322605130033284,1,1,0,1,1,0,0,1,0,2,1,0.14751132309581955,1.1422562120240511,0,True,False,False
9867-JCZSP,0,0,1,1,-0.62591876415828,1,0,2,0,0,0,0,0,0,1,0,-1.462769970065154,-0.8228368762792373,0,False,False,True
4671-VJLCL,0,0,0,0,1.247217966963116,1,1,0,1,1,1,1,1,0,2,1,0.5014740841312035,1.1374472686544574,0,True,False,False
4080-IIARD,0,0,1,0,-0.7888002190384014,1,1,0,1,1,0,1,1,0,0,1,0.3801629031190768,-0.574360095934743,0,False,True,False
3714-NTNFO,0,0,0,0,0.6771328748826912,1,1,1,0,0,0,0,0,1,0,1,0.6560212051466532,0.7162235363499371,0,False,True,False
5948-UJZLF,1,0,0,0,-1.2367242199587352,1,0,0,0,1,0,0,0,0,0,0,-0.5155456799704636,-0.9645683494427116,0,False,False,True
7760-OYPDY,0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,1,0,0,1,0.5280628361338618,-0.943766360463232,1,False,True,False
7639-LIAYI,1,0,0,0,0.7992939660427822,1,1,0,1,0,0,1,1,1,2,1,0.4981504901308714,0.8534769567426435,0,True,False,False
2954-PIBKO,0,0,1,1,1.4915401492832983,1,1,0,1,0,1,1,0,0,2,1,-0.020330173920958795,0.8694920617257849,0,True,False,False
8012-SOUDQ,0,1,0,0,0.43281069256250915,1,1,1,0,1,0,0,1,0,0,1,0.8471278601657574,0.6862448480963711,0,False,True,False
9420-LOJKX,0,0,0,0,-0.7073594915983407,1,0,1,1,1,0,0,1,1,0,1,1.141265929195161,-0.3780537333383603,1,True,False,False
6575-SUVOI,0,1,1,0,-0.30015585439803716,1,1,0,1,0,0,1,1,0,0,1,0.1574821050968162,-0.23411632284938433,0,True,False,False
7495-OOKFY,0,1,1,0,-0.9924020376385531,1,1,1,0,1,0,0,0,0,0,1,0.5280628361338618,-0.7279595119094158,1,True,False,False
4667-QONEA,0,1,1,1,1.125056875803025,1,0,0,1,1,1,1,0,1,1,1,0.33529438411459117,0.9587222265423224,0,True,False,False
1658-BYGOY,1,1,0,0,-0.5851984004382496,1,1,1,0,0,0,0,1,1,0,1,1.0199547481830342,-0.23416044159589444,1,False,True,False
8769-KKTPH,0,0,1,1,1.247217966963116,1,1,1,1,0,0,0,1,1,1,1,1.1595456961969886,1.777058796183631,0,True,False,False
5067-XJQFU,1,1,1,1,1.369379058123207,1,1,1,0,1,1,1,1,1,1,1,1.4520219682262263,2.114633385105133,0,False,True,False
3957-SQXML,0,0,1,1,0.06632741908223598,1,1,2,0,0,0,0,0,0,2,0,-1.3231790220511994,-0.612809583518235,0,True,False,False
5954-BDFSG,0,0,0,0,1.6137012404433893,1,1,1,0,0,1,1,1,1,2,1,1.42044782522307,2.4575904611008585,0,True,False,False
0434-CSFON,0,0,1,0,0.5956921474426305,1,1,1,0,0,1,0,1,1,0,1,1.1877962451998125,1.069349983416225,0,False,True,False
1215-FIGMP,1,0,0,0,1.125056875803025,1,1,1,0,1,0,0,1,0,0,1,0.8354952811645946,1.3974169824648148,0,False,False,False
0526-SXDJP,1,0,1,0,1.6137012404433893,0,0,0,1,1,1,0,0,0,2,0,-0.7531826509942192,0.2994337380696748,0,False,False,False
0557-ASKVU,0,0,1,1,-0.5851984004382496,1,0,0,0,0,1,1,0,0,1,1,-0.34438058895335305,-0.5851030107099355,0,True,False,False
5698-BQJOH,0,0,0,0,-0.9516816739185228,1,1,1,0,0,0,0,1,1,0,0,0.9850570111795457,-0.6291555791002015,1,False,True,False
5122-CYFXA,0,0,0,0,-1.1960038562387048,1,0,0,0,1,0,1,1,1,0,1,0.3502505571160864,-0.8996696733264562,0,False,True,False
8627-ZYGSZ,1,0,1,0,0.5956921474426305,1,1,1,0,1,0,0,0,0,1,1,0.46989994112804756,0.6031251296714728,0,False,True,False
3410-YOQBQ,0,0,0,0,-0.055833672077855064,1,0,0,0,1,1,1,1,1,2,0,0.47987072312904416,0.09436980429105092,0,False,False,True
3170-NMYVV,0,0,1,1,0.7178532386027215,1,0,2,0,0,0,0,0,0,2,0,-1.4827115340671475,-0.5966621222955636,0,False,False,False
7410-OIEDU,1,0,0,0,-0.9109613101984924,1,0,1,1,0,1,0,0,0,0,1,0.5014740841312035,-0.6158758364006822,0,False,False,True
2273-QCKXA,1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,1,0,0,0,0,-0.5221928679711283,-0.9857232883942715,0,False,False,True
0731-EBJQB,0,0,1,1,0.7992939660427822,1,0,2,0,0,0,0,0,0,1,1,-1.4744025490663168,-0.5261824247457891,0,False,True,False
1891-QRQSA,1,1,1,1,1.2879383306831464,1,1,1,1,0,1,1,1,1,2,1,1.5567151792366918,2.124626281189655,0,False,False,False
8028-PNXHQ,1,0,1,1,1.2064976032430856,1,1,2,0,0,0,0,0,0,2,1,-1.3464441800535252,-0.37884787077554094,0,False,False,False
5630-AHZIL,0,0,0,1,-1.1960038562387048,1,0,0,1,0,0,1,0,1,0,1,-0.00869759491979612,-0.9290968772486468,0,False,False,False
2673-CXQEU,0,1,0,0,0.9621754209229036,1,1,1,1,1,1,0,1,1,1,0,1.5201556452330371,1.701306908425908,0,False,True,False
6416-JNVRK,0,0,0,0,0.5549717837226001,1,0,0,0,0,0,0,0,1,1,0,-0.3028356639492,0.17892338197752528,0,True,False,False
5590-ZSKRV,0,0,1,1,-0.9924020376385531,1,0,0,1,1,0,0,0,0,0,0,-0.33607160395252245,-0.7946008785128175,0,False,False,True
0191-ZHSKZ,1,1,0,0,-0.0965540357978854,1,0,0,1,1,0,0,1,1,0,1,0.3319707901142591,-0.07588443849115832,0,False,True,False
3887-PBQAO,0,0,1,1,0.5142514200025698,1,1,2,0,0,0,0,0,0,1,1,-1.2916048790480432,-0.4706148635164053,0,True,False,False
