CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,BalanceToSalary,ProductsPerTenure,Geography_Germany,Geography_Spain,Gender_Male
-0.3262214220367463,0.2935174228967471,-1.0417596792253108,-1.2258476714090278,1,1,1,0.021886493995386117,1,1,2,DIAMOND,464,-0.03580390433705983,-0.016780656764030937,False,False,False
-0.4400359548576657,0.1981638321954454,-1.3875375865624426,0.11735002143511059,1,0,1,0.21653375188734025,0,1,3,DIAMOND,456,-0.0289298691015174,0.9676741225482371,False,True,False
-1.536794180222889,0.2935174228967471,1.03290776479748,1.3330533457228904,3,1,0,0.24068690006348814,1,1,3,DIAMOND,377,-0.022867961475416382,-0.26289435159209795,False,False,False
0.5015206348426676,0.0074566507928420294,-1.3875375865624426,-1.2258476714090278,2,0,0,-0.10891791702847127,0,0,5,GOLD,350,-0.03580390433705983,2.9365836811727735,False,False,False
2.063883767202561,0.38887101359804876,-1.0417596792253108,0.7857278997960591,1,1,1,-0.36527578251440274,0,0,5,GOLD,425,-0.021153963863445813,-0.016780656764030937,False,True,False
-0.05720525355093678,0.48422460429935044,1.03290776479748,0.5973285944410414,2,1,0,0.8636502870218095,1,1,5,DIAMOND,484,-0.028792079606272284,-0.509008046420165,False,True,True
1.7741740472947665,1.0563461485071606,0.6871298574603482,-1.2258476714090278,2,1,1,-1.5654872211931183,0,0,2,SILVER,206,-0.03580390433705983,-0.43868984789786014,False,False,True
-2.840487919807966,-0.9460792562201749,-0.35020386455104724,0.6180189508533646,4,1,0,0.33485372981012046,1,1,2,DIAMOND,282,-0.026905602843132443,0.9676741225482371,True,False,False
-1.5471409559338818,0.48422460429935044,-0.35020386455104724,1.0508202865849028,2,0,1,-0.4373288460949081,0,0,3,GOLD,251,-0.01830657393395696,-0.016780656764030937,False,False,True
0.3463189991777775,-1.1367864376227783,-1.0417596792253108,0.9314633619936777,1,1,1,-0.49323048409247083,0,0,3,GOLD,342,-0.018480770074845932,-0.016780656764030937,False,False,True
-1.2677780117370796,-0.7553720748175714,0.3413519501232164,0.409185402285092,2,0,0,-0.34619970089236274,0,0,3,GOLD,264,-0.02405917243668902,-0.3449322498681203,False,False,True
-1.5885280587778525,-1.4228472097266833,-0.695981771888179,-1.2258476714090278,2,1,0,-0.412123315592307,0,0,3,GOLD,249,-0.03580390433705983,0.31137093634005836,False,True,True
-1.8058103487086987,-0.4693113027136664,1.7244635794717436,-1.2258476714090278,2,1,0,-1.283817056739873,0,0,3,SILVER,119,-0.03580390433705983,-0.6074535243513918,False,False,False
-1.0504957218062334,-1.3274936190253817,-0.004425957213915414,-1.2258476714090278,2,0,0,1.5783569986897874,0,0,3,PLATINUM,549,-0.03580390433705983,-0.21367161262648451,False,False,False
-0.1606730106608635,-0.3739577120123647,0.6871298574603482,-1.2258476714090278,2,1,1,-0.5936359656444845,0,0,2,GOLD,318,-0.03580390433705983,-0.43868984789786014,False,True,False
-0.3572617491697243,0.5795781950006521,-0.695981771888179,1.0681029591182611,2,0,1,-0.6218824846013182,0,0,5,GOLD,308,-0.015264979879004329,0.31137093634005836,True,False,True
0.025568952137004615,1.8191748741175742,-1.3875375865624426,0.8993931172292712,1,1,0,-1.651825870574206,1,0,2,SILVER,163,0.2043143119172775,0.9676741225482371,True,False,True
-1.0504957218062334,-1.4228472097266833,1.378685672134612,-1.2258476714090278,2,1,1,-1.4899561835690913,0,0,3,SILVER,544,-0.03580390433705983,-0.5636999786041799,False,True,False
-0.6573182447885119,0.5795781950006521,0.3413519501232164,-1.2258476714090278,1,0,0,1.0189010247747559,0,0,3,PLATINUM,732,-0.03580390433705983,-0.6730838429722098,False,True,True
0.7808835790394698,-1.4228472097266833,0.3413519501232164,-1.2258476714090278,2,1,1,-0.7888730584424746,0,0,4,GOLD,477,-0.03580390433705983,-0.3449322498681203,False,False,False
0.8429642333054258,0.1981638321954454,1.03290776479748,-1.2258476714090278,2,1,1,1.2310704831801604,0,0,3,PLATINUM,568,-0.03580390433705983,-0.509008046420165,False,False,True
-0.15032623494987085,-0.6600184841162697,1.03290776479748,-1.2258476714090278,2,1,0,0.6688717421740601,0,0,2,DIAMOND,336,-0.03580390433705983,-0.509008046420165,False,True,False
-1.4540199745349478,-0.08789693990845966,-0.35020386455104724,-1.2258476714090278,1,1,0,0.32731820632749364,1,1,2,DIAMOND,887,-0.03580390433705983,-0.509008046420165,False,True,False
0.19111736351288738,0.6749317857019538,-0.695981771888179,-1.2258476714090278,2,0,1,-1.5928757668520803,0,0,2,SILVER,665,-0.03580390433705983,0.31137093634005836,False,False,True
2.0224966643585907,-0.08789693990845966,-0.004425957213915414,-1.2258476714090278,1,1,1,1.5219882921316075,0,0,3,PLATINUM,225,-0.03580390433705983,-0.6074535243513918,False,False,False
-0.7607860018984386,-1.3274936190253817,-0.695981771888179,-1.2258476714090278,2,0,1,0.42460549226186645,0,0,3,PLATINUM,659,-0.03580390433705983,0.31137093634005836,False,False,True
1.09128685036925,-0.27860412131106305,-1.0417596792253108,0.9669114802146295,1,1,1,1.2163903409521621,0,0,5,DIAMOND,236,-0.028376731348685097,-0.016780656764030937,True,False,True
-0.8228666561643946,0.48422460429935044,1.378685672134612,-1.2258476714090278,2,0,0,-1.0721517054667205,0,0,4,PLATINUM,448,-0.03580390433705983,-0.5636999786041799,False,False,True
-0.7918263290314166,0.38887101359804876,-0.695981771888179,1.0395750259469725,1,1,1,0.001690039053891126,0,0,5,DIAMOND,499,-0.022780494883095883,-0.3449322498681203,True,False,False
-2.4783507699232223,-0.9460792562201749,-1.7333154938995745,-0.2690746311079832,2,1,1,-0.8104496783748915,0,0,2,GOLD,343,-0.02550051412238349,2.9365836811727735,False,False,True
-0.6159311419445411,0.0074566507928420294,-0.695981771888179,-1.2258476714090278,3,1,0,0.7021528985231289,1,1,3,DIAMOND,298,-0.03580390433705983,0.9676741225482371,False,True,False
-1.2160441331821163,-0.27860412131106305,0.6871298574603482,0.14145222877469335,1,0,1,0.9849420451757676,0,0,5,SILVER,628,-0.030779379009496986,-0.7199626419870796,False,False,True
-1.0091086189622627,0.1981638321954454,1.378685672134612,0.5389379904752859,2,0,0,-0.31633078816391447,0,0,3,GOLD,611,-0.023393010548332434,-0.5636999786041799,True,False,True
-1.350552217425021,0.2935174228967471,0.3413519501232164,-1.2258476714090278,2,1,1,-1.1421041777545031,0,0,2,SILVER,922,-0.03580390433705983,-0.3449322498681203,False,True,False
0.7394964761954991,-0.9460792562201749,1.378685672134612,-1.2258476714090278,2,1,1,0.7293439051333712,0,0,5,PLATINUM,276,-0.03580390433705983,-0.5636999786041799,False,True,False
-1.8161571244196912,0.5795781950006521,-1.7333154938995745,0.9260167093296419,1,1,0,-1.2566552636509198,1,1,1,DIAMOND,877,0.008741179532948952,0.9676741225482371,False,False,False
-1.6609554887548013,-0.7553720748175714,-0.695981771888179,1.1022538431506914,1,0,1,0.2430378929672636,0,0,4,SILVER,471,-0.024048665610858905,-0.3449322498681203,False,True,True
1.5879320844968983,-0.5646648934149681,0.6871298574603482,0.00100507140589216,1,0,1,-0.028462140497060744,0,0,2,GOLD,994,-0.028626784748845353,-0.7199626419870796,False,True,True
2.063883767202561,-0.27860412131106305,0.6871298574603482,-1.2258476714090278,1,1,1,-1.030773708690248,0,0,3,GOLD,944,-0.03580390433705983,-0.7199626419870796,False,False,True
-0.7090521233434752,0.1981638321954454,0.3413519501232164,-0.09834889947063385,2,0,1,1.3560603601273575,0,0,5,GOLD,419,-0.032157169804760855,-0.3449322498681203,True,False,True
-1.8471974515526692,0.10281024149414371,-0.35020386455104724,-1.2258476714090278,1,1,0,-0.5205574726887156,0,0,4,DIAMOND,545,-0.03580390433705983,-0.509008046420165,False,True,True
-1.919624881529618,1.1516997392084622,1.03290776479748,0.7378308850642105,1,0,0,1.4121157168917053,1,1,5,SILVER,828,-0.0295655949934336,-0.7551217412482321,False,False,False
-0.9780682918292848,2.105235646221479,-1.0417596792253108,0.6560450295292659,1,1,1,-0.10322823597732225,0,0,3,PLATINUM,789,-0.02429204297840547,-0.016780656764030937,False,False,False
1.8983353558266787,0.9609925578058589,-1.0417596792253108,0.8800272410904766,1,0,0,1.6393570917124016,1,1,2,GOLD,567,-0.02956366145220717,-0.016780656764030937,False,False,False
0.09799638211395333,2.105235646221479,-0.004425957213915414,1.2732771981989726,1,1,1,1.0128771271288544,0,0,1,PLATINUM,884,-0.026713348987656024,-0.6074535243513918,False,True,False
1.2982223645891036,-0.6600184841162697,-0.35020386455104724,0.5278566871606641,2,1,1,0.45954295093404635,0,0,1,SILVER,296,-0.027820380969151542,-0.016780656764030937,True,False,False
1.8466014772717152,-1.1367864376227783,1.378685672134612,0.5699204753635505,1,1,1,0.3411368974574667,1,1,3,DIAMOND,779,-0.027163879105733795,-0.7824677073402395,True,False,False
-0.13997945923887817,0.0074566507928420294,1.378685672134612,0.983389912427009,1,1,1,0.3048737013667674,1,1,1,SILVER,730,-0.024986088265542983,-0.7824677073402395,True,False,False
-1.040148946095241,-0.08789693990845966,-1.0417596792253108,0.431217227706301,1,0,1,-0.16018938579165296,0,0,3,DIAMOND,960,-0.02530198157844229,-0.016780656764030937,True,False,True
1.2982223645891036,-0.18325053060976135,-1.0417596792253108,0.4372729105057929,2,1,0,1.6347204885477364,0,0,1,SILVER,268,-0.030868885035859953,0.9676741225482371,True,False,False
0.49117385913167494,0.48422460429935044,1.7244635794717436,0.6391207231492967,2,1,0,1.7035816271473465,0,0,4,SILVER,829,-0.030380584377879705,-0.6074535243513918,True,False,True
-0.6780117962104972,-0.27860412131106305,-0.004425957213915414,1.1149271191851775,2,0,0,-0.23763234405007433,0,0,3,SILVER,665,-0.020204389627577084,-0.21367161262648451,True,False,True
1.4223836731210155,-0.5646648934149681,-0.004425957213915414,-1.2258476714090278,2,0,0,0.2936645775819838,0,0,3,GOLD,982,-0.03580390433705983,-0.21367161262648451,False,False,False
0.04626250355898996,0.1981638321954454,1.03290776479748,0.7865476864126004,1,0,0,1.1120387734559636,1,1,3,SILVER,343,-0.028738293046656236,-0.7551217412482321,True,False,True
-0.5124633848346144,0.2935174228967471,-1.3875375865624426,0.3527539521024455,1,1,0,-1.0446525657628767,1,1,2,DIAMOND,225,-0.013082194343482697,0.9676741225482371,True,False,True
-0.3262214220367463,0.38887101359804876,-1.3875375865624426,0.7809373969674327,1,1,1,0.23162583954352245,0,0,5,SILVER,657,-0.025612446364161205,0.9676741225482371,False,False,True
0.05660927926998263,0.5795781950006521,-0.004425957213915414,0.8234489825909674,1,1,0,-0.22575565652582366,0,0,2,PLATINUM,221,-0.022253956724005305,-0.6074535243513918,False,False,True
0.7705368033284771,-1.8996151632331917,-1.7333154938995745,-0.009579231263980102,1,0,0,-0.947291724355257,0,0,2,PLATINUM,406,-0.02044633999209414,0.9676741225482371,True,False,True
-1.443673198823955,2.5820035997279875,-0.35020386455104724,-1.2258476714090278,1,1,0,-1.7118972170658242,1,1,5,SILVER,549,-0.03580390433705983,-0.509008046420165,False,True,False
-0.3779553005917097,1.1516997392084622,-0.35020386455104724,-0.5737700038102944,1,1,1,-0.9270938782937008,0,0,4,PLATINUM,954,-0.02777471656372064,-0.509008046420165,False,False,True
0.9464319904153525,-0.3739577120123647,-0.004425957213915414,0.9675743614357466,1,0,0,-0.27093228051997187,0,0,4,GOLD,823,-0.020855150393578867,-0.6074535243513918,True,False,True
0.3773593263107555,-1.1367864376227783,1.378685672134612,1.215543865966245,2,0,0,0.45914926395666855,0,0,5,DIAMOND,769,-0.02468778047649859,-0.5636999786041799,True,False,False
-0.9884150675402774,-0.5646648934149681,-1.3875375865624426,-0.3269722412061958,2,0,0,1.3686515616931476,0,0,5,PLATINUM,481,-0.03290839332424414,2.9365836811727735,False,True,True
0.3463189991777775,1.6284676927149706,1.03290776479748,0.03560054743720522,1,1,1,-0.012031099781775616,0,0,4,SILVER,903,-0.028494552070813486,-0.7551217412482321,False,True,True
-0.4917698334126291,-1.23214002832408,-0.35020386455104724,0.5237736209156963,1,1,1,-0.1260627762252652,0,0,3,PLATINUM,882,-0.024949787975875815,-0.509008046420165,True,False,True
1.0395529718142866,-0.27860412131106305,0.3413519501232164,1.496059620393335,2,1,1,-1.2577791147705282,0,1,5,GOLD,379,0.020672652163037323,-0.3449322498681203,True,False,False
-0.7193988990544679,-0.4693113027136664,-1.3875375865624426,0.4030361211700456,1,1,0,0.17982435403694502,0,1,3,PLATINUM,469,-0.027308466326667107,0.9676741225482371,True,False,False
0.8740045604384039,0.38887101359804876,1.7244635794717436,0.748371754269159,2,1,1,1.6794825587635858,0,1,3,PLATINUM,683,-0.030022428113519135,-0.6074535243513918,True,False,True
0.10834315782494601,-0.3739577120123647,-0.004425957213915414,1.1898468010272087,2,0,1,0.23590979377262114,0,1,1,GOLD,770,-0.023562392018705743,-0.21367161262648451,True,False,False
0.25319801777884343,-1.7089079818305883,1.03290776479748,0.35079127235539426,1,1,0,-1.4239372771449408,0,0,5,SILVER,985,0.014082013183572604,-0.7551217412482321,False,False,False
0.9050448875713819,1.8191748741175742,-1.0417596792253108,0.9177050506915502,4,1,0,-1.2470761847980885,1,1,4,GOLD,725,0.007707633404729712,2.9365836811727735,True,False,True
1.6810530658958325,-0.9460792562201749,0.3413519501232164,-1.2258476714090278,1,1,0,-1.150045386625037,0,0,3,PLATINUM,259,-0.03580390433705983,-0.6730838429722098,False,False,True
0.0669560549809753,-0.18325053060976135,-1.7333154938995745,1.396302407458702,1,0,1,-0.971813693237685,0,0,2,GOLD,979,-0.0016383021627518015,0.9676741225482371,False,True,False
-0.4814230577016364,-1.3274936190253817,-0.004425957213915414,1.3029230222109995,2,1,1,-0.7244854141803299,0,0,2,SILVER,988,-0.010875989156560987,-0.21367161262648451,True,False,False
